ts_us,ax,ay,az,gx,gy,gz,mx,my,mz,temp,roll,pitch,yaw,sys_cal,gyro_cal,acc_cal,mag_cal
3976190193,-0.2100,0.7500,-9.8200,-0.1875,-0.0000,0.0625,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976200193,-0.2300,0.7400,-9.8200,-0.0000,-0.0000,0.0625,50.5000,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976210193,-0.2300,0.7400,-9.7600,0.0625,-0.0000,0.0625,50.5000,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976220193,-0.2100,0.7100,-9.7900,0.0625,-0.1250,-0.1250,50.5000,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976230193,-0.2100,0.7000,-9.7900,-0.1875,0.1250,0.1250,50.5000,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976240193,-0.2200,0.6900,-9.8100,-0.0625,0.0625,0.0625,50.5000,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976250193,-0.2300,0.6800,-9.8100,-0.1250,-0.0625,-0.0000,50.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976260193,-0.2400,0.6800,-9.7900,-0.0625,-0.0625,0.1250,50.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976270193,-0.2300,0.6900,-9.7600,-0.0625,-0.0000,-0.0000,50.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976280193,-0.2400,0.6900,-9.7900,0.0625,-0.0000,0.0625,50.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976290193,-0.2300,0.6900,-9.8200,-0.1875,-0.0000,-0.0000,50.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976300193,-0.2300,0.6700,-9.8200,-0.0625,-0.0625,-0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976310193,-0.2300,0.6800,-9.8000,-0.0000,0.1250,0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976320193,-0.2200,0.7000,-9.7900,-0.0625,0.0625,-0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976330193,-0.2300,0.7000,-9.7900,0.0625,0.0625,0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976340193,-0.2300,0.7100,-9.8200,0.0625,-0.0000,-0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976350193,-0.2200,0.7100,-9.8300,0.0625,-0.1875,-0.0625,51.5000,-8.3750,40.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976360193,-0.2200,0.7200,-9.8000,-0.0000,-0.0000,-0.0625,51.5000,-8.3750,40.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976370193,-0.2300,0.7200,-9.7800,-0.0625,0.1875,-0.0625,51.5000,-8.3750,40.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976380193,-0.2100,0.7100,-9.7900,-0.1250,-0.0000,-0.0000,51.5000,-8.3750,40.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976390193,-0.2200,0.7100,-9.7800,-0.1875,-0.0000,0.0625,51.5000,-8.3750,40.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976400193,-0.2200,0.7200,-9.7700,0.0625,-0.0625,-0.0000,51.5000,-6.8750,43.6875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976410193,-0.2200,0.6900,-9.8000,-0.0000,-0.0625,0.0625,51.5000,-6.8750,43.6875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976420193,-0.2300,0.6700,-9.7800,0.1250,-0.1250,0.2500,51.5000,-6.8750,43.6875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976430193,-0.2200,0.6700,-9.7800,0.1250,-0.0000,0.0625,51.5000,-6.8750,43.6875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976440193,-0.2200,0.7000,-9.8000,0.0625,-0.0625,0.2500,51.5000,-6.8750,43.6875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976450193,-0.2300,0.6900,-9.8100,-0.0000,0.0625,-0.1250,50.7500,-7.5625,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976460193,-0.2400,0.7100,-9.8000,0.0625,-0.0625,-0.0000,50.7500,-7.5625,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976470193,-0.2200,0.7100,-9.8000,-0.0000,-0.1250,-0.0000,50.7500,-7.5625,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976480193,-0.2200,0.7100,-9.8000,-0.1250,0.0625,0.0625,50.7500,-7.5625,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976490193,-0.2300,0.7100,-9.8000,0.1875,0.1250,-0.0000,50.7500,-7.5625,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976500193,-0.2300,0.6900,-9.8100,0.0625,-0.1250,0.0625,51.5000,-8.0000,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976510193,-0.2100,0.7100,-9.8000,0.0625,-0.0625,-0.0625,51.5000,-8.0000,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976520193,-0.2200,0.7100,-9.8100,0.0625,0.0625,0.0625,51.5000,-8.0000,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976530193,-0.2300,0.6900,-9.7700,0.0625,0.0625,0.0625,51.5000,-8.0000,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976540193,-0.2300,0.7000,-9.7900,-0.0000,-0.0000,-0.0000,51.5000,-8.0000,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976550193,-0.2100,0.6800,-9.8100,0.0625,0.1250,0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976560193,-0.2200,0.7100,-9.8000,0.1250,-0.0000,-0.1250,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976570193,-0.2200,0.6800,-9.8100,0.0625,-0.0625,-0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976580193,-0.2300,0.6800,-9.7700,0.0625,-0.0625,-0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976590193,-0.2300,0.6800,-9.7600,-0.0000,-0.1250,-0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976600193,-0.2300,0.6900,-9.8300,-0.0000,-0.0000,0.0625,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976610193,-0.2300,0.7000,-9.8000,0.0625,-0.0000,0.1250,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976620193,-0.2200,0.7100,-9.7900,-0.0000,-0.2500,-0.0000,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976630193,-0.2300,0.7100,-9.7900,-0.0000,0.0625,-0.1250,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976640193,-0.2100,0.7100,-9.8000,0.1250,-0.1250,0.0625,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976650193,-0.2300,0.7100,-9.8000,0.0625,-0.0625,-0.0625,51.0625,-7.5625,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976660193,-0.2200,0.7100,-9.8100,-0.0000,-0.0625,0.1250,51.0625,-7.5625,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976670193,-0.2200,0.7300,-9.8100,0.1250,-0.0625,-0.0000,51.0625,-7.5625,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976680193,-0.2200,0.7300,-9.7900,-0.0000,-0.1875,0.0625,51.0625,-7.5625,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976690193,-0.2300,0.7000,-9.8000,0.1875,-0.1250,-0.0000,51.0625,-7.5625,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976700193,-0.2300,0.7000,-9.8300,0.1250,-0.0625,0.0625,51.5000,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976710193,-0.2400,0.7100,-9.8200,-0.0625,-0.1250,0.0625,51.5000,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976720193,-0.2200,0.6700,-9.8000,-0.0000,-0.1250,-0.1250,51.5000,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976730193,-0.2300,0.6700,-9.7900,-0.0625,-0.0625,-0.0000,51.5000,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976740193,-0.2300,0.6800,-9.7900,0.1250,-0.0000,0.0625,51.5000,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976750193,-0.2000,0.6800,-9.8100,0.0625,0.0625,-0.0625,51.5000,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976760193,-0.2300,0.6700,-9.8400,0.0625,-0.0000,-0.0625,51.5000,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976770193,-0.2200,0.6800,-9.8200,0.0625,-0.1250,-0.0625,51.5000,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976780193,-0.2300,0.7000,-9.7800,-0.0625,-0.0000,-0.0000,51.5000,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976790193,-0.2300,0.7100,-9.8000,-0.0000,-0.1250,-0.0000,51.5000,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976800193,-0.2300,0.7000,-9.8100,-0.0000,-0.1250,-0.0000,51.5000,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976810193,-0.2100,0.6900,-9.8000,0.1250,-0.1875,0.0625,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976820193,-0.2200,0.7100,-9.7800,-0.0000,-0.1250,-0.0000,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976830193,-0.2300,0.7100,-9.7800,-0.0625,0.0625,-0.0625,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976840193,-0.2200,0.6900,-9.8000,0.0625,0.0625,-0.0625,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976850193,-0.2100,0.7000,-9.8100,0.0625,0.0625,-0.0625,51.5000,-7.1875,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976860193,-0.2300,0.6900,-9.8700,0.3125,-0.0000,0.1250,51.5000,-7.1875,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976870193,-0.2300,0.7500,-9.7700,0.1875,0.1875,-0.0000,51.5000,-7.1875,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976880193,-0.2200,0.7200,-9.7700,-0.0625,0.1875,-0.0000,51.5000,-7.1875,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976890193,-0.2300,0.6800,-9.8000,0.1875,0.1250,-0.0000,51.5000,-7.1875,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976900193,-0.2400,0.6900,-9.8100,-0.0000,0.0625,0.1875,51.5000,-7.1875,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976910193,-0.2200,0.6800,-9.7900,0.0625,-0.0000,0.0625,50.7500,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976920193,-0.2400,0.7000,-9.8100,-0.1250,-0.0625,-0.0000,50.7500,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976930193,-0.2300,0.7100,-9.8200,-0.0000,0.0625,-0.0625,50.7500,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976940193,-0.2200,0.7200,-9.8200,-0.0000,0.1250,-0.1250,50.7500,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976950193,-0.2300,0.7100,-9.8200,0.1250,-0.1250,0.0625,50.7500,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976960193,-0.2500,0.7100,-9.7900,-0.0000,-0.1250,-0.0000,51.0625,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976970193,-0.2300,0.7300,-9.7800,-0.0625,-0.1875,-0.1875,51.0625,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976980193,-0.2300,0.7100,-9.7500,-0.2500,-0.0625,-0.0000,51.0625,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3976990193,-0.2000,0.6900,-9.8300,-0.0000,-0.3125,-0.1875,51.0625,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977000193,-0.2300,0.7100,-9.7800,-0.0000,-0.3125,-0.0625,51.0625,-7.1875,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977010193,-0.2300,0.6800,-9.8000,-0.1250,0.1250,-0.0000,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977020193,-0.2300,0.7100,-9.7900,-0.0625,0.0625,-0.0625,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977030193,-0.2300,0.6800,-9.8000,-0.1250,-0.0000,-0.0625,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977040193,-0.2300,0.7000,-9.7900,-0.0000,-0.0000,-0.0000,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977050193,-0.2300,0.6900,-9.8100,-0.0000,-0.0000,0.1875,51.0625,-8.0000,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977060193,-0.2400,0.6900,-9.8200,-0.0000,-0.0625,0.1250,50.7500,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977070193,-0.2300,0.7000,-9.7900,-0.1250,0.0625,0.0625,50.7500,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977080193,-0.2300,0.7000,-9.7700,0.0625,-0.0000,0.1250,50.7500,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977090193,-0.2200,0.6800,-9.8000,-0.0000,-0.0000,0.0625,50.7500,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977100193,-0.2300,0.7000,-9.7900,-0.2500,0.1250,0.0625,50.7500,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977110193,-0.2200,0.7100,-9.8000,-0.1250,-0.0625,-0.0625,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977120193,-0.2300,0.6800,-9.7900,-0.2500,0.1875,-0.0000,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977130193,-0.2300,0.7000,-9.7800,0.1250,-0.0000,0.0625,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977140193,-0.2100,0.7100,-9.8000,-0.1250,-0.0625,0.1250,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977150193,-0.2300,0.7100,-9.8000,-0.1250,-0.1875,-0.0625,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977160193,-0.2500,0.6900,-9.7900,-0.1250,0.0625,-0.0625,50.0625,-7.1875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977170193,-0.2200,0.6800,-9.7900,-0.0625,-0.1875,0.0625,50.0625,-7.1875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977180193,-0.2300,0.7100,-9.7600,-0.1250,-0.0000,-0.0625,50.0625,-7.1875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977190193,-0.2300,0.7000,-9.7900,-0.1250,-0.1250,0.0625,50.0625,-7.1875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977200193,-0.2300,0.6700,-9.8000,-0.0000,-0.1875,-0.0625,50.0625,-7.1875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977210193,-0.2300,0.6900,-9.8000,0.0625,-0.0625,-0.1250,50.0625,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977220193,-0.2200,0.7000,-9.7900,-0.2500,-0.0625,-0.3125,50.0625,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977230193,-0.2600,0.7300,-9.7600,-0.4375,-0.0000,-0.2500,50.0625,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977240193,-0.2400,0.7100,-9.8000,-0.8125,-0.1250,-0.5000,50.0625,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977250193,-0.2500,0.7400,-9.7600,-1.1250,-0.1875,-0.5000,50.0625,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977260193,-0.2400,0.6900,-9.8200,-1.5000,-0.2500,-0.7500,51.0625,-8.6875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977270193,-0.2400,0.6700,-9.8100,-1.4375,-0.4375,-0.7500,51.0625,-8.6875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977280193,-0.2200,0.7000,-9.7700,-1.0625,-0.1875,-0.8125,51.0625,-8.6875,42.5625,26.0,1.1250,3.8750,85.3750,3,3,3,3
3977290193,-0.2200,0.6600,-9.8200,-1.0625,-0.1250,-0.6250,51.0625,-8.6875,42.5625,26.0,1.1250,3.8750,85.3750,3,3,3,3
3977300193,-0.2200,0.6600,-9.7900,-0.9375,-0.0625,-0.3125,51.0625,-8.6875,42.5625,26.0,1.1250,3.8750,85.3750,3,3,3,3
3977310193,-0.0700,0.6000,-9.9100,-0.8125,-0.1250,-0.2500,50.5000,-7.1875,42.0625,26.0,1.1250,3.8750,85.3750,3,3,3,3
3977320193,-0.1700,0.5800,-10.0000,0.6250,-0.1250,1.0000,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977330193,-0.4300,0.8400,-9.4900,2.5625,0.3750,1.6875,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977340193,-0.2300,0.6600,-9.8400,-0.0000,0.1875,0.2500,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977350193,-0.2400,0.7200,-9.6700,0.5625,0.1875,0.4375,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3977360193,-0.2300,0.6900,-9.7300,-0.4375,-0.0625,0.6250,50.5000,-7.5625,41.7500,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977370193,-0.2300,0.6300,-9.9400,-1.4375,-0.1250,0.5625,50.5000,-7.5625,41.7500,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977380193,-0.2300,0.7100,-9.8200,0.0625,0.1875,0.4375,50.5000,-7.5625,41.7500,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977390193,-0.2200,0.7300,-9.7200,0.1250,0.0625,0.1875,50.5000,-7.5625,41.7500,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977400193,-0.2300,0.7000,-9.8100,0.1250,0.1250,-0.0625,50.5000,-7.5625,41.7500,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977410193,-0.2100,0.6900,-9.7800,-0.5000,-0.1875,-0.4375,51.5000,-7.1875,42.1875,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977420193,-0.2600,0.7300,-9.6700,-0.8750,-0.2500,-0.1875,51.5000,-7.1875,42.1875,26.0,1.1250,3.8750,85.4375,3,3,3,3
3977430193,-0.2100,0.6000,-10.0100,-2.2500,-0.7500,-0.4375,51.5000,-7.1875,42.1875,26.0,1.1250,3.8750,85.3750,3,3,3,3
3977440193,-0.1700,0.7300,-9.6800,-1.3125,-0.3750,-0.8125,51.5000,-7.1875,42.1875,26.0,1.0625,3.8125,85.3750,3,3,3,3
3977450193,-0.2200,0.6200,-9.9500,-1.5000,-1.2500,-0.1250,51.5000,-7.1875,42.1875,26.0,1.0625,3.8125,85.3750,3,3,3,3
3977460193,-0.2300,0.6800,-9.8400,-0.9375,-0.9375,0.0625,50.7500,-7.5625,41.7500,26.0,1.0625,3.8125,85.3750,3,3,3,3
3977470193,-0.2200,0.6400,-9.9000,-0.6250,-0.7500,-0.1250,50.7500,-7.5625,41.7500,26.0,1.0625,3.8125,85.3750,3,3,3,3
3977480193,-0.2400,0.6300,-9.8500,0.7500,-0.2500,-0.1250,50.7500,-7.5625,41.7500,26.0,1.0625,3.8750,85.3750,3,3,3,3
3977490193,-0.2100,0.6700,-9.7500,1.4375,-0.0625,-0.4375,50.7500,-7.5625,41.7500,26.0,1.0625,3.8750,85.3750,3,3,3,3
3977500193,-0.2000,0.6700,-9.7100,1.5000,-0.3125,-0.3750,50.7500,-7.5625,41.7500,26.0,1.0625,3.8750,85.3750,3,3,3,3
3977510193,-0.2100,0.6700,-9.8400,0.5625,-0.7500,-0.3750,51.0625,-8.0000,42.1875,26.0,1.0625,3.8750,85.3750,3,3,3,3
3977520193,-0.2000,0.6800,-9.8800,0.8125,-0.8125,-0.3750,51.0625,-8.0000,42.1875,26.0,1.0625,3.8750,85.3750,3,3,3,3
3977530193,-0.2800,0.6900,-9.8200,1.4375,-0.7500,-0.0625,51.0625,-8.0000,42.1875,26.0,1.0000,3.8750,85.3750,3,3,3,3
3977540193,-0.2300,0.7200,-9.7900,1.6250,-1.6875,-0.5625,51.0625,-8.0000,42.1875,26.0,1.0000,3.9375,85.3750,3,3,3,3
3977550193,-0.2300,0.7200,-9.7200,1.0625,-3.1875,-0.8125,51.0625,-8.0000,42.1875,26.0,1.0000,3.9375,85.3750,3,3,3,3
3977560193,-0.3100,0.6800,-9.6600,0.1250,-4.2500,-0.6250,51.0625,-7.5625,43.2500,26.0,0.9375,3.9375,85.3750,3,3,3,3
3977570193,-0.1700,0.7500,-9.9400,-1.7500,-4.3125,-0.6250,51.0625,-7.5625,43.2500,26.0,0.9375,3.8750,85.3750,3,3,3,3
3977580193,-0.0800,0.7500,-9.8400,-1.2500,-4.3750,-0.1875,51.0625,-7.5625,43.2500,26.0,0.8125,3.8750,85.3750,3,3,3,3
3977590193,0.0700,0.7800,-9.7500,0.4375,-3.2500,0.4375,51.0625,-7.5625,43.2500,26.0,0.8125,3.8750,85.3750,3,3,3,3
3977600193,-0.1100,0.7900,-9.8100,0.6250,-1.2500,0.5000,51.0625,-7.5625,43.2500,26.0,0.8125,3.8750,85.3750,3,3,3,3
3977610193,-0.3200,0.8400,-9.7800,0.4375,-0.7500,1.1250,51.3750,-7.0625,41.7500,26.0,0.8125,3.8750,85.4375,3,3,3,3
3977620193,-0.1700,0.7500,-9.8500,0.2500,-0.8750,1.5000,51.3750,-7.0625,41.7500,26.0,0.8125,3.8750,85.4375,3,3,3,3
3977630193,-0.0100,0.6400,-9.7900,0.9375,-0.3125,1.4375,51.3750,-7.0625,41.7500,26.0,0.8125,3.8750,85.4375,3,3,3,3
3977640193,-0.0100,0.6600,-9.8500,1.6875,0.6250,1.6875,51.3750,-7.0625,41.7500,26.0,0.8125,3.9375,85.4375,3,3,3,3
3977650201,-0.1400,0.5600,-9.8100,2.1875,0.3750,1.6875,51.3750,-7.0625,41.7500,26.0,0.8125,3.9375,85.4375,3,3,3,3
3977660201,-0.1100,0.6000,-9.7900,1.8750,-0.0625,1.4375,51.0000,-7.8750,42.5625,26.0,0.8125,3.9375,85.5000,3,3,3,3
3977670201,-0.0600,0.8400,-9.8700,1.7500,-0.4375,0.4375,51.0000,-7.8750,42.5625,26.0,0.8125,3.9375,85.5000,3,3,3,3
3977680201,-0.1100,1.0500,-9.8200,2.1250,-1.8750,1.1875,51.0000,-7.8750,42.5625,26.0,0.8125,4.0000,85.5000,3,3,3,3
3977690290,-0.2700,0.9600,-9.7400,2.0625,-3.6875,0.5000,51.0000,-7.8750,42.5625,26.0,0.7500,4.0000,85.5000,3,3,3,3
3977700393,-0.2300,0.9600,-9.7400,1.1250,-5.1875,-1.8125,51.0000,-7.8750,42.5625,26.0,0.6875,4.0000,85.5000,3,3,3,3
3977710393,-0.1400,0.5700,-9.8500,0.3125,-5.9375,-2.1250,50.6875,-7.8750,42.8750,26.0,0.6250,4.0000,85.4375,3,3,3,3
3977720393,-0.1100,0.6000,-9.7200,0.5625,-5.8750,-2.4375,50.6875,-7.8750,42.8750,26.0,0.6250,4.0000,85.4375,3,3,3,3
3977730393,-0.0700,0.4700,-9.7800,-0.0625,-5.3750,-2.1875,50.6875,-7.8750,42.8750,26.0,0.5625,4.0000,85.4375,3,3,3,3
3977740393,-0.1200,0.4800,-9.8100,-0.5000,-4.3125,-1.4375,50.6875,-7.8750,42.8750,26.0,0.5000,4.0000,85.3750,3,3,3,3
3977750393,-0.0900,0.6700,-9.8500,-0.7500,-3.5625,-0.8750,50.6875,-7.8750,42.8750,26.0,0.4375,4.0000,85.3750,3,3,3,3
3977760393,-0.0500,0.6600,-9.9200,-2.2500,-1.1250,-0.2500,51.0000,-8.5625,42.8750,26.0,0.4375,4.0000,85.3750,3,3,3,3
3977770393,-0.1500,0.6800,-9.8000,-3.5000,1.6250,0.3750,51.0000,-8.5625,42.8750,26.0,0.5000,3.9375,85.3750,3,3,3,3
3977780393,-0.1600,0.6200,-9.8800,-3.8125,2.4375,0.5625,51.0000,-8.5625,42.8750,26.0,0.5000,3.9375,85.3750,3,3,3,3
3977790393,-0.0900,0.6000,-9.7900,-4.3125,3.1250,0.5625,51.0000,-8.5625,42.8750,26.0,0.5000,3.8750,85.3750,3,3,3,3
3977800393,-0.1600,0.6700,-9.7200,-5.6250,3.4375,0.8750,51.0000,-8.5625,42.8750,26.0,0.5625,3.8125,85.3750,3,3,3,3
3977810393,-0.1100,0.6500,-9.8200,-6.2500,2.7500,2.0625,50.3750,-7.8750,43.2500,26.0,0.5625,3.7500,85.4375,3,3,3,3
3977820393,-0.0400,0.5900,-9.8400,-5.6875,2.3750,2.5000,50.3750,-7.8750,43.2500,26.0,0.6250,3.6875,85.4375,3,3,3,3
3977830393,-0.1100,0.5800,-9.6700,-4.5625,2.1875,2.8125,50.3750,-7.8750,43.2500,26.0,0.6250,3.6875,85.4375,3,3,3,3
3977840393,-0.2300,0.6900,-9.7500,-3.1250,1.1250,2.9375,50.3750,-7.8750,43.2500,26.0,0.6250,3.6250,85.5000,3,3,3,3
3977850393,-0.1800,0.6700,-9.8100,-2.6250,0.1875,3.4375,50.3750,-7.8750,43.2500,26.0,0.6250,3.6250,85.5000,3,3,3,3
3977860393,-0.1800,0.6400,-9.7600,-2.5000,0.4375,3.2500,50.0000,-6.7500,42.5625,26.0,0.6250,3.5625,85.5625,3,3,3,3
3977870393,-0.2000,0.7000,-9.6600,-1.6250,1.5000,3.0000,50.0000,-6.7500,42.5625,26.0,0.6875,3.5625,85.5625,3,3,3,3
3977880393,-0.2500,0.6900,-9.7300,0.2500,1.3750,3.3750,50.0000,-6.7500,42.5625,26.0,0.6875,3.5625,85.6250,3,3,3,3
